No;Datetime [local time]Europe/Berlin;Datetime [UTC];P1 [bar] - 207265-300mH2O;TOB1 [°C] - 207265-300mH2O;Conductivity raw [mS/cm] - 207265-300mH2O
1;2026-08-19 08:30:00,0;2026-08-19T06:29:59,999Z;0,91351318359;23,26806640625;0,00016047806
2;2026-08-19 08:30:00,100;2026-08-19T06:30:00,999Z;0,91288757324;23,26806640625;0,00017117709
3;2026-08-19 08:30:01,100;2026-08-19T06:30:02,000Z;0,91287231445;23,25146484375;0,00017117709
4;2026-08-19 08:30:03,0;2026-08-19T06:30:03,000Z;0,9122467041;23,26806640625;0,00017117709
5;2026-08-19 08:30:04,0;2026-08-19T06:30:03,999Z;0,91287231445;23,25146484375;0,00017117709
6;2026-08-19 08:30:04,100;2026-08-19T06:30:04,999Z;0,9122467041;23,26806640625;0,00017117709
7;2026-08-19 08:30:05,100;2026-08-19T06:30:06,000Z;0,9122467041;23,26806640625;0,00017117709
8;2026-08-19 08:30:07,0;2026-08-19T06:30:06,999Z;0,91226196289;23,26806640625;0,00017117709
9;2026-08-19 08:30:08,0;2026-08-19T06:30:07,999Z;0,91162109375;23,26806640625;0,00017117709
10;2026-08-19 08:30:08,100;2026-08-19T06:30:08,999Z;0,91226196289;23,26806640625;0,00017117709
11;2026-08-19 08:30:09,100;2026-08-19T06:30:10,000Z;0,91162109375;23,26806640625;0,00017117709
12;2026-08-19 08:30:11,0;2026-08-19T06:30:11,000Z;0,91162109375;23,26806640625;0,00017117709
13;2026-08-19 08:30:12,0;2026-08-19T06:30:11,999Z;0,91162109375;23,26806640625;0,00018187612
14;2026-08-19 08:30:12,100;2026-08-19T06:30:13,000Z;0,9109954834;23,26806640625;0,00017117709
15;2026-08-19 08:30:13,100;2026-08-19T06:30:14,000Z;0,91162109375;23,26806640625;0,00017117709
16;2026-08-19 08:30:15,0;2026-08-19T06:30:14,999Z;0,91162109375;23,26806640625;0,00017117709
17;2026-08-19 08:30:15,100;2026-08-19T06:30:15,999Z;0,91036987305;23,26806640625;0,00017117709
18;2026-08-19 08:30:16,100;2026-08-19T06:30:17,000Z;0,91036987305;23,26806640625;0,00017117709
19;2026-08-19 08:30:18,0;2026-08-19T06:30:18,000Z;0,9109954834;23,26806640625;0,00017117709
20;2026-08-19 08:30:19,0;2026-08-19T06:30:18,999Z;0,9109954834;23,26806640625;0,00016047806
21;2026-08-19 08:30:20,0;2026-08-19T06:30:19,999Z;0,91036987305;23,26806640625;0,00017117709
22;2026-08-19 08:30:20,100;2026-08-19T06:30:21,000Z;0,91036987305;23,26806640625;0,00017117709
23;2026-08-19 08:30:22,0;2026-08-19T06:30:22,000Z;0,91036987305;23,26806640625;0,00017117709
24;2026-08-19 08:30:23,0;2026-08-19T06:30:22,999Z;0,91036987305;23,26806640625;0,00016047806
25;2026-08-19 08:30:23,100;2026-08-19T06:30:23,999Z;0,91036987305;23,26806640625;0,00017117709
26;2026-08-19 08:30:24,100;2026-08-19T06:30:25,000Z;0,9109954834;23,28369140625;0,00017117709
27;2026-08-19 08:30:26,0;2026-08-19T06:30:26,000Z;0,91036987305;23,26806640625;0,00017117709
28;2026-08-19 08:30:27,0;2026-08-19T06:30:26,999Z;0,91036987305;23,26806640625;0,00017117709
29;2026-08-19 08:30:27,100;2026-08-19T06:30:27,999Z;0,9097442627;23,28369140625;0,00017117709
30;2026-08-19 08:30:28,100;2026-08-19T06:30:29,000Z;0,9097442627;23,26806640625;0,00017117709
31;2026-08-19 08:30:30,0;2026-08-19T06:30:30,000Z;0,9097442627;23,26806640625;0,00017117709
32;2026-08-19 08:30:31,0;2026-08-19T06:30:30,999Z;0,9097442627;23,26806640625;0,00016047806
33;2026-08-19 08:30:31,100;2026-08-19T06:30:31,999Z;0,9097442627;23,26806640625;0,00017117709
34;2026-08-19 08:30:32,100;2026-08-19T06:30:33,000Z;0,9097442627;23,26806640625;0,00017117709
35;2026-08-19 08:30:34,0;2026-08-19T06:30:33,999Z;0,90911865234;23,26806640625;0,00017117709
36;2026-08-19 08:30:35,0;2026-08-19T06:30:34,999Z;0,90911865234;23,26806640625;0,00017117709
37;2026-08-19 08:30:35,100;2026-08-19T06:30:35,999Z;0,90911865234;23,28369140625;0,00017117709
38;2026-08-19 08:30:36,100;2026-08-19T06:30:37,000Z;0,9084777832;23,26806640625;0,00017117709
39;2026-08-19 08:30:38,0;2026-08-19T06:30:38,000Z;0,90911865234;23,28369140625;0,00017117709
40;2026-08-19 08:30:39,0;2026-08-19T06:30:38,999Z;0,90911865234;23,26806640625;0,00017117709
41;2026-08-19 08:30:39,100;2026-08-19T06:30:40,000Z;0,90911865234;23,28369140625;0,00017117709
42;2026-08-19 08:30:40,100;2026-08-19T06:30:41,000Z;0,9084777832;23,28369140625;0,00017117709
